source,target,weight
de,fr,40663
de,es,37922
es,it,37827
de,it,37334
es,fr,32816
de,gb,32192
de,de,32064
fr,it,31524
es,es,30466
fr,fr,28477
it,it,28046
fr,gb,25419
de,nl,25291
es,gb,24622
gb,it,24204
fr,nl,18471
be,de,18249
es,nl,17748
it,nl,17030
gb,gb,16922
be,es,16189
gb,nl,15983
be,fr,15683
be,it,14799
at,de,14627
de,se,13080
es,gr,12657
nl,nl,12619
ch,de,12101
be,nl,12017
gr,it,11913
be,gb,11428
de,gr,10407
es,se,9964
fr,se,9489
at,es,9393
ch,fr,9333
it,se,9171
es,pt,9103
at,it,9027
fr,gr,8768
de,fi,8618
ch,it,8600
at,fr,8479
ch,gb,7971
gb,se,7946
ch,es,7599
it,pt,7383
es,fi,7376
be,be,7315
gb,gr,7311
de,pt,7067
de,dk,6819
fi,fr,6755
de,no,6725
fr,pt,6510
fi,it,6471
at,gb,6007
nl,se,5955
de,pl,5762
es,pl,5731
at,nl,5706
es,no,5683
fr,no,5664
dk,es,5648
it,pl,5542
fr,pl,5533
ch,nl,5529
gr,gr,5397
dk,fr,5276
gr,nl,5274
dk,gb,5232
be,gr,5179
gb,pt,5154
it,no,5133
es,ie,5127
dk,it,4850
de,ie,4724
cz,de,4699
gb,no,4661
fi,gb,4631
fi,nl,4558
at,be,4545
be,se,4442
ie,it,4368
cz,fr,4317
nl,pt,4264
fr,ie,4238
at,at,4167
be,ch,4143
dk,nl,4119
gb,ie,4055
se,se,3912
cz,es,3865
nl,no,3737
cz,it,3734
gb,pl,3712
be,pt,3643
de,hu,3600
at,se,3563
pt,pt,3387
be,fi,3350
it,ro,3292
nl,pl,3167
es,ro,3157
gr,pt,3060
fr,hu,3058
it,si,3049
es,si,2966
be,dk,2965
fi,se,2943
es,hu,2902
fr,ro,2855
hu,it,2799
be,no,2774
de,ro,2765
ch,se,2764
de,si,2762
at,gr,2692
ie,nl,2645
be,pl,2642
fi,fi,2614
be,ie,2566
at,fi,2523
at,ch,2503
cz,gb,2437
gr,se,2426
no,no,2397
ch,gr,2371
cz,nl,2368
fr,si,2358
no,se,2202
ch,ch,2201
dk,se,2164
fi,gr,2162
dk,dk,2064
pl,pl,2060
gb,hu,2012
be,cz,2006
at,pt,1956
bg,es,1878
gr,pl,1862
es,hr,1841
cy,gr,1841
bg,it,1839
pt,se,1834
gr,no,1828
at,no,1807
cy,es,1796
pl,se,1793
gb,ro,1787
hr,it,1739
ch,fi,1739
hu,nl,1736
fi,pt,1734
dk,gr,1734
dk,no,1734
be,ro,1727
fi,no,1724
gb,si,1705
gr,ie,1685
ee,es,1670
gr,ro,1664
pl,pt,1643
at,dk,1638
nl,ro,1628
at,pl,1596
bg,de,1596
ee,it,1593
be,hu,1584
ch,dk,1582
fr,hr,1546
cy,it,1536
at,cz,1522
bg,fr,1508
dk,pt,1502
be,si,1496
nl,si,1493
de,ee,1479
no,pt,1447
de,sk,1438
dk,fi,1410
de,hr,1405
ro,ro,1396
ch,pt,1395
ch,no,1395
ie,ie,1375
fi,pl,1367
it,sk,1344
ie,se,1338
cz,se,1337
ie,pt,1337
fr,sk,1299
cz,gr,1287
at,ie,1275
gr,si,1262
de,lu,1245
es,sk,1235
de,lt,1222
cy,de,1219
de,lv,1213
bg,bg,1196
cz,fi,1178
dk,pl,1147
ch,pl,1147
ee,fr,1146
ie,no,1142
es,lu,1139
fr,lt,1131
bg,gb,1131
it,lt,1109
cz,pl,1099
es,lt,1091
fi,ie,1064
ch,ie,1057
it,lu,1046
at,si,1046
cy,fr,1041
pt,si,1030
it,lv,1029
dk,ie,1019
at,hu,1018
es,lv,1016
fr,lu,1010
bg,gr,1008
ch,cz,1004
be,ee,992
pt,ro,987
no,pl,986
cy,gb,980
cz,pt,977
ee,gb,976
gr,hu,947
ee,nl,934
hu,se,924
ie,pl,904
be,bg,904
at,ro,901
fr,lv,899
si,si,899
gb,hr,864
ro,se,845
fi,hu,815
cz,no,814
hu,pl,813
pl,ro,807
be,hr,805
cz,cz,786
hr,nl,784
ch,hu,782
bg,nl,771
hu,pt,768
hu,hu,746
se,si,746
gr,hr,745
gb,lu,739
gr,lu,724
nl,sk,721
fi,si,700
be,lu,699
lv,nl,699
gb,lt,695
be,cy,692
be,lt,689
be,sk,688
cz,dk,681
be,lv,680
cy,nl,674
gb,sk,670
pl,si,660
lt,nl,646
cz,hu,642
ch,si,636
fi,ro,635
lu,nl,633
ee,gr,626
cz,ie,624
at,sk,608
at,hr,604
dk,si,593
dk,hu,589
ee,fi,581
ie,ro,572
no,ro,572
gb,lv,557
hr,hr,557
dk,ro,556
hu,no,545
de,is,538
hr,pt,534
fr,is,518
cz,si,518
at,bg,507
hr,pl,505
ee,pt,505
is,it,505
ch,ro,504
gb,is,504
bg,pt,503
ro,si,496
cz,sk,495
cy,pt,493
hu,ie,490
ee,se,490
hu,ro,487
cz,ro,486
bg,se,481
ie,si,474
at,ee,474
hu,si,473
gr,lt,472
bg,fi,471
bg,pl,467
no,si,461
hr,se,460
bg,ro,459
dk,ee,456
at,lt,453
gr,lv,452
at,lv,446
pl,sk,446
se,sk,440
dk,hr,426
gr,sk,424
cy,cy,413
fi,lv,404
lv,pl,403
it,mt,402
at,cy,402
hr,si,397
ee,pl,396
lv,pt,389
lu,pt,387
es,is,382
ee,no,381
pt,sk,379
bg,ie,375
at,lu,368
lt,pl,367
hr,ro,365
cy,ie,361
bg,ch,358
fi,sk,355
lv,se,353
fi,hr,350
cz,lt,349
is,no,343
bg,dk,342
ee,ie,338
hr,ie,337
fi,lt,337
ee,si,336
cz,lv,336
lt,se,335
ee,ee,334
ch,ee,332
de,mt,332
ch,hr,331
bg,hu,326
cy,fi,325
lt,pt,324
es,mt,324
ch,lu,322
cy,ro,320
cy,pl,320
bg,no,319
hr,no,319
cy,se,319
bg,si,318
sk,sk,313
cy,no,312
dk,lv,303
is,nl,293
no,sk,291
bg,cz,291
cz,hr,287
ch,lt,286
dk,sk,286
hu,sk,284
ch,sk,284
ee,ro,282
lt,no,280
lu,se,280
hr,hu,278
bg,cy,277
cz,ee,276
cy,si,275
ee,hu,271
fi,lu,268
lv,si,267
ch,cy,264
dk,lt,263
lv,no,260
bg,hr,260
ch,lv,258
gb,mt,256
ie,sk,254
lv,lv,250
bg,ee,249
fr,mt,248
ro,sk,242
be,is,241
gr,mt,239
ie,lt,238
is,se,238
fi,is,234
dk,lu,234
lv,ro,231
hu,lv,226
cy,cz,225
ie,lv,225
lu,no,223
lu,pl,222
cy,dk,220
hu,lt,219
ee,lv,218
si,sk,216
lt,ro,211
lt,si,209
dk,is,208
lu,si,204
be,mt,201
mt,nl,196
lt,sk,192
hr,sk,191
is,is,186
lv,sk,183
ee,hr,180
bg,lv,177
lt,lv,175
cy,hr,174
ee,lt,173
cz,lu,172
cy,hu,172
bg,sk,172
ie,lu,171
lt,lt,169
gr,is,169
is,pt,164
cy,lu,163
hr,lt,158
hr,lv,157
cy,ee,153
ee,sk,151
lu,ro,148
hu,lu,143
ie,mt,142
bg,lu,141
is,pl,136
mt,pt,135
ee,lu,134
bg,lt,133
at,is,132
lu,lu,131
at,mt,131
hr,lu,129
mt,mt,123
ch,is,120
mt,se,116
cy,lt,113
lt,lu,111
lu,sk,110
mt,no,105
ie,is,103
cy,lv,100
lu,lv,100
dk,mt,93
mt,pl,92
fi,mt,92
mt,ro,90
cy,sk,89
cy,mt,83
cz,is,82
is,ro,81
is,si,71
cz,mt,69
hu,mt,66
bg,mt,66
mt,si,66
ch,mt,66
hr,is,65
hr,mt,63
ee,mt,62
ee,is,61
lu,mt,54
lv,mt,54
lt,mt,50
hu,is,49
mt,sk,47
is,lv,39
cy,is,39
bg,is,34
is,lu,30
is,sk,29
is,lt,28
is,mt,16
de,li,9
li,nl,8
it,li,6
es,li,6
gb,li,5
be,li,4
fr,li,4
li,pt,3
li,lt,2
at,li,2
fi,li,2
ee,li,1
li,lv,1
ch,li,1
hr,li,1
li,sk,1
cz,li,1
li,se,1
li,pl,1
gr,li,1
li,si,1
